year;date;time;y;x;type;injured;died
2021;1.1.2021;0:15:00;;;БЛЪСКАНЕ В ПРЕДПАЗНА ОГРАДА;не;не
2021;1.1.2021;2:40:00;42,55073;27,47621;БЛЪСКАНЕ В КРАЙПЪТНО СЪОРЪЖЕНИЕ;да;не
2021;3.1.2021;5:45:00;;;БЛЪСКАНЕ В КРАЙПЪТНО СЪОРЪЖЕНИЕ;да;не
2021;31.1.2021;23:00:00;42,70406;27,25484;БЛЪСКАНЕ В КРАЙПЪТНО СЪОРЪЖЕНИЕ;не;не
2021;23.8.2021;15:08:00;42,49743;27,46837;БЛЪСКАНЕ НА ПЕШЕХОДЕЦ;да;не
2021;23.8.2021;15:08:00;42,49743;27,46837;БЛЪСКАНЕ НА ПЕШЕХОДЕЦ;не;не
2021;23.8.2021;17:10:00;42,66184;26,97259;БЛЪСКАНЕ В КРАЙПЪТНО СЪОРЪЖЕНИЕ;не;не
2021;21.8.2021;16:45:00;;;БЛЪСКАНЕ НА ПАРКИРАНО ППС;не;не
2021;23.8.2021;21:00:00;42,69984;27,24817;СБЛЪСКВАНЕ МЕЖДУ МПС СТРАНИЧНО;не;не
2021;23.8.2021;21:00:00;42,69984;27,24817;СБЛЪСКВАНЕ МЕЖДУ МПС СТРАНИЧНО;не;не
2021;24.8.2021;9:40:00;;;СБЛЪСКВАНЕ МЕЖДУ МПС СТРАНИЧНО;не;не
2021;24.8.2021;9:40:00;;;СБЛЪСКВАНЕ МЕЖДУ МПС СТРАНИЧНО;не;не
2021;24.8.2021;10:55:00;42,69979;27,26667;БЛЪСКАНЕ В СТЪЛБ;не;не
2021;24.8.2021;14:46:00;42,51315;27,46454;СБЛЪСКВАНЕ МЕЖДУ МПС СТРАНИЧНО;не;не
2021;24.8.2021;14:46:00;42,51315;27,46454;СБЛЪСКВАНЕ МЕЖДУ МПС СТРАНИЧНО;не;не
2021;24.8.2021;16:40:00;42,65084;26,97803;СБЛЪСКВАНЕ МЕЖДУ МПС СТРАНИЧНО;не;не
2021;24.8.2021;16:40:00;42,65084;26,97803;СБЛЪСКВАНЕ МЕЖДУ МПС СТРАНИЧНО;да;не
2021;24.8.2021;13:00:00;;;СБЛЪСКВАНЕ МЕЖДУ МПС ОТЗАД;не;не
2021;24.8.2021;13:00:00;;;СБЛЪСКВАНЕ МЕЖДУ МПС ОТЗАД;не;не
2021;24.8.2021;13:00:00;;;СБЛЪСКВАНЕ МЕЖДУ МПС ОТЗАД;не;не
2021;24.8.2021;13:00:00;;;СБЛЪСКВАНЕ МЕЖДУ МПС ОТЗАД;не;не
2021;24.8.2021;13:00:00;;;СБЛЪСКВАНЕ МЕЖДУ МПС ОТЗАД;не;не
2021;25.8.2021;7:53:00;42,62516;27,34598;ПРЕОБРЪЩАНЕ НА МПС ИЗВЪН ПЪТНОТО ПЛАТНО;да;не
2021;1.2.2021;21:00:00;42,53703;27,47163;БЛЪСКАНЕ В ПРЕПЯТСТВИЕ НА ПЪТЯ;не;не
2021;25.8.2021;10:25:00;42,58765;27,22174;ДРУГ ВИД ПТП;не;не
2021;25.8.2021;10:41:00;42,51586;27,4622;СБЛЪСКВАНЕ МЕЖДУ МПС ОТЗАД;не;не
2021;25.8.2021;10:41:00;42,51586;27,4622;СБЛЪСКВАНЕ МЕЖДУ МПС ОТЗАД;не;не
2021;25.8.2021;10:41:00;42,51586;27,4622;СБЛЪСКВАНЕ МЕЖДУ МПС ОТЗАД;не;не
2021;25.8.2021;10:41:00;42,51586;27,4622;СБЛЪСКВАНЕ МЕЖДУ МПС ОТЗАД;не;не
2021;25.8.2021;13:35:00;42,64989;26,96911;ДРУГ ВИД ПТП;не;не
2021;26.8.2021;9:25:00;42,44142;27,47565;БЛЪСКАНЕ В КРАЙПЪТНО СЪОРЪЖЕНИЕ;не;не
2021;26.8.2021;11:05:00;42,52335;27,4533;БЛЪСКАНЕ НА ПЕШЕХОДЕЦ;да;не
2021;26.8.2021;11:05:00;42,52335;27,4533;БЛЪСКАНЕ НА ПЕШЕХОДЕЦ;не;не
2021;26.8.2021;15:20:00;42,65022;26,96615;ДРУГ ВИД ПТП;не;не
2021;26.8.2021;15:20:00;42,65022;26,96615;ДРУГ ВИД ПТП;не;не
2021;26.8.2021;15:20:00;42,65022;26,96615;ДРУГ ВИД ПТП;не;не
2021;26.8.2021;15:43:00;42,26672;27,75207;БЛЪСКАНЕ НА ПЕШЕХОДЕЦ;не;не
2021;26.8.2021;15:43:00;42,26672;27,75207;БЛЪСКАНЕ НА ПЕШЕХОДЕЦ;да;не
2021;26.8.2021;15:43:00;42,26672;27,75207;БЛЪСКАНЕ НА ПЕШЕХОДЕЦ;не;не
2021;26.8.2021;16:16:00;42,57216;27,41349;БЛЪСКАНЕ В КРАЙПЪТНО СЪОРЪЖЕНИЕ;да;не
2021;26.8.2021;16:16:00;42,57216;27,41349;БЛЪСКАНЕ В КРАЙПЪТНО СЪОРЪЖЕНИЕ;не;не
2021;26.8.2021;17:55:00;42,42816;27,52045;БЛЪСКАНЕ В ПРЕДПАЗНА ОГРАДА;не;не
2021;1.2.2021;20:40:00;42,53742;27,47175;БЛЪСКАНЕ В ПРЕПЯТСТВИЕ НА ПЪТЯ;не;не
2021;26.8.2021;17:26:00;;;СБЛЪСКВАНЕ МЕЖДУ МПС СТРАНИЧНО;не;не
2021;26.8.2021;17:26:00;;;СБЛЪСКВАНЕ МЕЖДУ МПС СТРАНИЧНО;не;не
2021;26.8.2021;21:00:00;42,86214;26,95027;ПРЕОБРЪЩАНЕ НА МПС НА ПЪТНОТО ПЛАТНО;не;не
2021;27.8.2021;5:11:00;42,42806;27,5466;ПРЕОБРЪЩАНЕ НА МПС ИЗВЪН ПЪТНОТО ПЛАТНО;да;не
2021;27.8.2021;5:11:00;42,42806;27,5466;ПРЕОБРЪЩАНЕ НА МПС ИЗВЪН ПЪТНОТО ПЛАТНО;не;да
2021;27.8.2021;9:10:00;42,42798;27,54673;БЛЪСКАНЕ НА СПРЯНО ППС;не;не
2021;27.8.2021;9:10:00;42,42798;27,54673;БЛЪСКАНЕ НА СПРЯНО ППС;не;не
2021;27.8.2021;12:17:00;42,79793;27,46129;БЛЪСКАНЕ НА КАРУЦА;не;не
2021;27.8.2021;12:17:00;42,79793;27,46129;БЛЪСКАНЕ НА КАРУЦА;не;не
2021;27.8.2021;12:56:00;42,44695;27,43083;СБЛЪСКВАНЕ МЕЖДУ МПС ЧЕЛНО;да;не
2021;27.8.2021;12:56:00;42,44695;27,43083;СБЛЪСКВАНЕ МЕЖДУ МПС ЧЕЛНО;да;не
2021;27.8.2021;15:45:00;;;БЛЪСКАНЕ В КРАЙПЪТНО СЪОРЪЖЕНИЕ;не;не
2021;27.8.2021;19:33:00;42,4307;27,53255;БЛЪСКАНЕ В КРАЙПЪТНО СЪОРЪЖЕНИЕ;не;не
2021;27.8.2021;19:20:00;42,35103;27,19342;БЛЪСКАНЕ НА ВЕЛОСИПЕДИСТ;не;не
2021;27.8.2021;19:20:00;42,35103;27,19342;БЛЪСКАНЕ НА ВЕЛОСИПЕДИСТ;да;не
2021;27.8.2021;19:30:00;41,97034;27,46348;БЛЪСКАНЕ В КРАЙПЪТНО СЪОРЪЖЕНИЕ;не;не
2021;2.2.2021;8:34:00;42,50245;27,4674;СБЛЪСКВАНЕ МЕЖДУ МПС СТРАНИЧНО;не;не
2021;2.2.2021;8:34:00;42,50245;27,4674;СБЛЪСКВАНЕ МЕЖДУ МПС СТРАНИЧНО;не;не
2021;27.8.2021;19:30:00;;;СБЛЪСКВАНЕ МЕЖДУ МПС СТРАНИЧНО;да;не
2021;27.8.2021;19:30:00;;;СБЛЪСКВАНЕ МЕЖДУ МПС СТРАНИЧНО;не;не
2021;27.8.2021;20:20:00;42,41226;27,68331;СБЛЪСКВАНЕ МЕЖДУ МПС ОТЗАД;не;не
2021;27.8.2021;20:20:00;42,41226;27,68331;СБЛЪСКВАНЕ МЕЖДУ МПС ОТЗАД;не;не
2021;28.8.2021;3:59:00;42,60428;27,31104;СБЛЪСКВАНЕ МЕЖДУ МПС ОТЗАД;не;не
2021;28.8.2021;9:00:00;;;БЛЪСКАНЕ В КРАЙПЪТНО СЪОРЪЖЕНИЕ;не;не
2021;28.8.2021;10:00:00;;;СБЛЪСКВАНЕ МЕЖДУ МПС ОТЗАД;не;не
2021;28.8.2021;10:00:00;;;СБЛЪСКВАНЕ МЕЖДУ МПС ОТЗАД;не;не
2021;28.8.2021;10:00:00;;;СБЛЪСКВАНЕ МЕЖДУ МПС ОТЗАД;не;не
2021;28.8.2021;11:50:00;42,2666;27,75002;БЛЪСКАНЕ НА ПАРКИРАНО ППС;не;не
2021;28.8.2021;11:50:00;42,2666;27,75002;БЛЪСКАНЕ НА ПАРКИРАНО ППС;не;не
2021;28.8.2021;12:10:00;42,81854;27,16785;СБЛЪСКВАНЕ МЕЖДУ МПС ОТЗАД;не;не
2021;28.8.2021;12:10:00;42,81854;27,16785;СБЛЪСКВАНЕ МЕЖДУ МПС ОТЗАД;не;не
2021;28.8.2021;15:33:00;42,75752;27,53748;ПРЕОБРЪЩАНЕ НА МПС НА ПЪТНОТО ПЛАТНО;да;не
2021;28.8.2021;15:33:00;42,75752;27,53748;ПРЕОБРЪЩАНЕ НА МПС НА ПЪТНОТО ПЛАТНО;да;не
2021;28.8.2021;15:33:00;42,75752;27,53748;ПРЕОБРЪЩАНЕ НА МПС НА ПЪТНОТО ПЛАТНО;да;не
2021;28.8.2021;15:33:00;42,75752;27,53748;ПРЕОБРЪЩАНЕ НА МПС НА ПЪТНОТО ПЛАТНО;да;не
2021;28.8.2021;19:38:00;42,01386;27,49669;БЛЪСКАНЕ В КРАЙПЪТНО СЪОРЪЖЕНИЕ;да;не
2021;28.8.2021;21:03:00;42,45812;27,40589;СБЛЪСКВАНЕ МЕЖДУ МПС СТРАНИЧНО;не;не
2021;28.8.2021;21:03:00;42,45812;27,40589;СБЛЪСКВАНЕ МЕЖДУ МПС СТРАНИЧНО;не;не
2021;3.2.2021;13:03:00;42,66222;27,71654;БЛЪСКАНЕ В ПРЕПЯТСТВИЕ НА ПЪТЯ;не;не
2021;29.8.2021;10:09:00;42,62392;27,3476;СБЛЪСКВАНЕ МЕЖДУ МПС СТРАНИЧНО;да;не
2021;29.8.2021;10:09:00;42,62392;27,3476;СБЛЪСКВАНЕ МЕЖДУ МПС СТРАНИЧНО;да;не
2021;29.8.2021;10:09:00;42,62392;27,3476;СБЛЪСКВАНЕ МЕЖДУ МПС СТРАНИЧНО;не;не
2021;29.8.2021;13:10:00;42,59304;27,39144;БЛЪСКАНЕ В ПРЕДПАЗНА ОГРАДА;не;не
2021;29.8.2021;13:10:00;42,56257;27,57056;СБЛЪСКВАНЕ МЕЖДУ МПС ОТЗАД;не;не
2021;29.8.2021;13:10:00;42,56257;27,57056;СБЛЪСКВАНЕ МЕЖДУ МПС ОТЗАД;не;не
2021;29.8.2021;13:10:00;42,56257;27,57056;СБЛЪСКВАНЕ МЕЖДУ МПС ОТЗАД;да;не
2021;29.8.2021;13:10:00;42,56257;27,57056;СБЛЪСКВАНЕ МЕЖДУ МПС ОТЗАД;не;не
2021;29.8.2021;15:10:00;42,38703;27,27514;СБЛЪСКВАНЕ МЕЖДУ МПС ОТЗАД;не;не
2021;29.8.2021;15:10:00;42,38703;27,27514;СБЛЪСКВАНЕ МЕЖДУ МПС ОТЗАД;не;не
2021;29.8.2021;20:50:00;42,71349;27,75406;ПРЕОБРЪЩАНЕ НА МПС НА ПЪТНОТО ПЛАТНО;да;не
2021;29.8.2021;23:00:00;;;СБЛЪСКВАНЕ МЕЖДУ МПС СТРАНИЧНО;не;не
2021;29.8.2021;23:00:00;;;СБЛЪСКВАНЕ МЕЖДУ МПС СТРАНИЧНО;не;не
2021;30.8.2021;0:34:00;42,76344;26,77101;БЛЪСКАНЕ В ПРЕДПАЗНА ОГРАДА;не;не
2021;30.8.2021;0:10:00;;;БЛЪСКАНЕ НА ПАРКИРАНО ППС;не;не
2021;30.8.2021;0:10:00;;;БЛЪСКАНЕ НА ПАРКИРАНО ППС;не;не
2021;30.8.2021;5:30:00;42,65129;27,66612;БЛЪСКАНЕ В КРАЙПЪТНО СЪОРЪЖЕНИЕ;да;не
2021;30.8.2021;7:30:00;42,45226;27,41387;БЛЪСКАНЕ НА ПАРКИРАНО ППС;не;не
2021;3.2.2021;12:40:00;42,59922;27,3894;СБЛЪСКВАНЕ МЕЖДУ МПС ОТЗАД;не;не
2021;3.2.2021;12:40:00;42,59922;27,3894;СБЛЪСКВАНЕ МЕЖДУ МПС ОТЗАД;не;не
2021;3.2.2021;12:40:00;42,59922;27,3894;СБЛЪСКВАНЕ МЕЖДУ МПС ОТЗАД;не;не
2021;30.8.2021;15:24:00;42,51668;27,44734;СБЛЪСКВАНЕ МЕЖДУ МПС СТРАНИЧНО;да;не
2021;30.8.2021;15:24:00;42,51668;27,44734;СБЛЪСКВАНЕ МЕЖДУ МПС СТРАНИЧНО;не;не
2021;30.8.2021;17:44:00;42,52178;27,45688;БЛЪСКАНЕ В ПРЕДПАЗНА ОГРАДА;не;не
2021;30.8.2021;18:20:00;42,42478;27,69402;ДРУГ ВИД ПТП;не;не
2021;31.8.2021;12:13:00;42,65322;27,69453;СБЛЪСКВАНЕ МЕЖДУ МПС СТРАНИЧНО;не;не
2021;31.8.2021;12:13:00;42,65322;27,69453;СБЛЪСКВАНЕ МЕЖДУ МПС СТРАНИЧНО;не;не
2021;31.8.2021;12:13:00;42,65322;27,69453;СБЛЪСКВАНЕ МЕЖДУ МПС СТРАНИЧНО;не;не
2021;31.8.2021;13:45:00;42,49699;27,48101;БЛЪСКАНЕ НА ПЕШЕХОДЕЦ;да;не
2021;31.8.2021;13:45:00;42,49699;27,48101;БЛЪСКАНЕ НА ПЕШЕХОДЕЦ;не;не
2021;31.8.2021;13:45:00;42,49699;27,48101;БЛЪСКАНЕ НА ПЕШЕХОДЕЦ;да;не
2021;31.8.2021;15:40:00;42,75404;27,26145;СБЛЪСКВАНЕ МЕЖДУ МПС СТРАНИЧНО;не;не
2021;31.8.2021;15:40:00;42,75404;27,26145;СБЛЪСКВАНЕ МЕЖДУ МПС СТРАНИЧНО;да;не
2021;31.8.2021;16:15:00;42,5014;27,46421;БЛЪСКАНЕ НА ПАРКИРАНО ППС;не;не
2021;31.8.2021;21:44:00;42,66075;27,70361;БЛЪСКАНЕ НА ПАРКИРАНО ППС;не;не
2021;31.8.2021;22:53:00;42,72464;27,36967;БЛЪСКАНЕ В ПРЕДПАЗНА ОГРАДА;не;не
2021;3.2.2021;15:59:00;42,56661;27,61061;БЛЪСКАНЕ НА ПАРКИРАНО ППС;не;не
2021;23.8.2021;15:30:00;42,44685;27,45762;СБЛЪСКВАНЕ МЕЖДУ МПС СТРАНИЧНО;не;не
2021;23.8.2021;15:30:00;42,44685;27,45762;СБЛЪСКВАНЕ МЕЖДУ МПС СТРАНИЧНО;не;не
2021;1.9.2021;8:34:00;;;СБЛЪСКВАНЕ МЕЖДУ МПС ОТЗАД;не;не
2021;1.9.2021;8:34:00;;;СБЛЪСКВАНЕ МЕЖДУ МПС ОТЗАД;не;не
2021;1.9.2021;8:34:00;;;СБЛЪСКВАНЕ МЕЖДУ МПС ОТЗАД;не;не
2021;1.9.2021;9:40:00;42,76589;26,78791;СБЛЪСКВАНЕ МЕЖДУ МПС ПОД ЪГЪЛ;да;не
2021;1.9.2021;9:40:00;42,76589;26,78791;СБЛЪСКВАНЕ МЕЖДУ МПС ПОД ЪГЪЛ;да;не
2021;1.9.2021;9:40:00;42,76589;26,78791;СБЛЪСКВАНЕ МЕЖДУ МПС ПОД ЪГЪЛ;да;не
2021;1.9.2021;10:54:00;42,77203;27,76508;ПРЕОБРЪЩАНЕ НА МПС ИЗВЪН ПЪТНОТО ПЛАТНО;да;не
2021;1.9.2021;10:54:00;42,77203;27,76508;ПРЕОБРЪЩАНЕ НА МПС ИЗВЪН ПЪТНОТО ПЛАТНО;не;не
2021;1.9.2021;10:54:00;42,77203;27,76508;ПРЕОБРЪЩАНЕ НА МПС ИЗВЪН ПЪТНОТО ПЛАТНО;не;не
2021;9.8.2021;17:10:00;42,52126;27,43726;БЛЪСКАНЕ НА СПРЯНО ППС;не;не
2021;9.8.2021;17:10:00;42,52126;27,43726;БЛЪСКАНЕ НА СПРЯНО ППС;не;не
2021;1.9.2021;17:25:00;42,48874;27,44524;СБЛЪСКВАНЕ МЕЖДУ МПС ОТЗАД;не;не
2021;1.9.2021;17:25:00;42,48874;27,44524;СБЛЪСКВАНЕ МЕЖДУ МПС ОТЗАД;не;не
2021;1.9.2021;17:25:00;42,48874;27,44524;СБЛЪСКВАНЕ МЕЖДУ МПС ОТЗАД;не;не
2021;1.9.2021;20:30:00;42,50296;27,46042;БЛЪСКАНЕ В КРАЙПЪТНО СЪОРЪЖЕНИЕ;не;не
2021;1.9.2021;21:32:00;;;БЛЪСКАНЕ В ДЪРВО;не;не
2021;1.9.2021;22:15:00;42,59227;27,15018;БЛЪСКАНЕ В КРАЙПЪТНО СЪОРЪЖЕНИЕ;не;не
2021;2.9.2021;7:35:00;42,55332;27,50364;БЛЪСКАНЕ НА ПЕШЕХОДЕЦ;да;не
2021;2.9.2021;7:35:00;42,55332;27,50364;БЛЪСКАНЕ НА ПЕШЕХОДЕЦ;не;не
2021;3.2.2021;18:30:00;42,56158;26,84722;БЛЪСКАНЕ НА ЖИВОТНО;не;не
2021;2.9.2021;9:45:00;42,52033;27,2219;СБЛЪСКВАНЕ МЕЖДУ МПС СТРАНИЧНО;да;не
2021;2.9.2021;9:45:00;42,52033;27,2219;СБЛЪСКВАНЕ МЕЖДУ МПС СТРАНИЧНО;не;не
2021;30.8.2021;20:00:00;42,70977;26,9006;БЛЪСКАНЕ В КРАЙПЪТНО СЪОРЪЖЕНИЕ;не;не
2021;2.9.2021;18:02:00;42,49652;27,46711;БЛЪСКАНЕ В СТЪЛБ;не;не
2021;2.9.2021;9:35:00;42,5725;27,29422;БЛЪСКАНЕ В ПРЕДПАЗНА ОГРАДА;не;не
2021;2.9.2021;17:59:00;;;БЛЪСКАНЕ НА СПРЯНО ППС;не;не
2021;2.9.2021;17:59:00;;;БЛЪСКАНЕ НА СПРЯНО ППС;не;не
2021;2.9.2021;17:59:00;;;БЛЪСКАНЕ НА СПРЯНО ППС;не;не
2021;2.9.2021;19:05:00;42,71116;27,75419;БЛЪСКАНЕ В ПРЕДПАЗНА ОГРАДА;не;не
2021;2.9.2021;19:50:00;42,85455;26,93762;БЛЪСКАНЕ НА ЖИВОТНО;не;не
2021;2.9.2021;19:50:00;42,85455;26,93762;БЛЪСКАНЕ НА ЖИВОТНО;не;не
2021;2.9.2021;23:20:00;42,44265;27,63195;БЛЪСКАНЕ В КРАЙПЪТНО СЪОРЪЖЕНИЕ;не;не
2021;3.9.2021;9:39:00;42,56207;27,63877;БЛЪСКАНЕ В КРАЙПЪТНО СЪОРЪЖЕНИЕ;не;не
2021;3.9.2021;11:45:00;42,48638;27,44333;СБЛЪСКВАНЕ МЕЖДУ МПС ОТЗАД;не;не
2021;3.9.2021;11:45:00;42,48638;27,44333;СБЛЪСКВАНЕ МЕЖДУ МПС ОТЗАД;не;не
2021;3.9.2021;11:45:00;42,48638;27,44333;СБЛЪСКВАНЕ МЕЖДУ МПС ОТЗАД;не;не
2021;3.9.2021;11:45:00;42,47776;27,44802;СБЛЪСКВАНЕ МЕЖДУ МПС ОТЗАД;не;не
2021;3.9.2021;11:45:00;42,47776;27,44802;СБЛЪСКВАНЕ МЕЖДУ МПС ОТЗАД;не;не
2021;3.9.2021;13:40:00;42,34901;27,71253;БЛЪСКАНЕ В СКАТ;не;не
2021;3.9.2021;13:40:00;42,34901;27,71253;БЛЪСКАНЕ В СКАТ;да;не
2021;3.9.2021;13:51:00;42,49065;27,47509;БЛЪСКАНЕ В КРАЙПЪТНО СЪОРЪЖЕНИЕ;не;не
2021;3.9.2021;18:55:00;42,30791;27,72354;ДРУГ ВИД ПТП;не;не
2021;3.9.2021;19:10:00;42,6436;27,67582;БЛЪСКАНЕ НА ПАРКИРАНО ППС;не;не
2021;3.9.2021;18:50:00;42,45141;27,4157;БЛЪСКАНЕ НА ПАРКИРАНО ППС;не;не
2021;4.9.2021;3:55:00;;;БЛЪСКАНЕ В СКАТ;да;не
2021;4.9.2021;3:55:00;;;БЛЪСКАНЕ В СКАТ;не;не
2021;4.9.2021;3:55:00;;;БЛЪСКАНЕ В СКАТ;не;не
2021;4.9.2021;3:55:00;;;БЛЪСКАНЕ В СКАТ;не;не
2021;4.9.2021;12:30:00;;;СБЛЪСКВАНЕ МЕЖДУ МПС ОТЗАД;не;не
2021;4.9.2021;12:30:00;;;СБЛЪСКВАНЕ МЕЖДУ МПС ОТЗАД;да;не
2021;4.9.2021;19:06:00;42,55043;27,49092;БЛЪСКАНЕ В КРАЙПЪТНО СЪОРЪЖЕНИЕ;не;не
2021;4.9.2021;20:01:00;42,58744;27,08825;БЛЪСКАНЕ В ПРЕДПАЗНА ОГРАДА;не;не
2021;4.2.2021;16:30:00;42,66292;27,69334;БЛЪСКАНЕ В КРАЙПЪТНО СЪОРЪЖЕНИЕ;не;не
2021;5.9.2021;16:10:00;42,82778;26,77683;СБЛЪСКВАНЕ МЕЖДУ МПС СТРАНИЧНО;не;не
2021;5.9.2021;16:10:00;42,82778;26,77683;СБЛЪСКВАНЕ МЕЖДУ МПС СТРАНИЧНО;не;не
2021;5.9.2021;17:07:00;42,46235;27,43913;БЛЪСКАНЕ В ДЪРВО;не;не
2021;5.9.2021;17:07:00;42,46235;27,43913;БЛЪСКАНЕ В ДЪРВО;не;не
2021;5.9.2021;21:10:00;42,76623;26,78874;СБЛЪСКВАНЕ МЕЖДУ МПС ПОД ЪГЪЛ;не;не
2021;5.9.2021;21:10:00;42,76623;26,78874;СБЛЪСКВАНЕ МЕЖДУ МПС ПОД ЪГЪЛ;не;не
2021;5.9.2021;22:59:00;;;БЛЪСКАНЕ В КРАЙПЪТНО СЪОРЪЖЕНИЕ;не;не
2021;6.9.2021;8:10:00;42,40568;27,67069;БЛЪСКАНЕ НА СПРЯНО ППС;да;не
2021;6.9.2021;8:10:00;42,40568;27,67069;БЛЪСКАНЕ НА СПРЯНО ППС;да;не
2021;6.9.2021;8:10:00;42,40568;27,67069;БЛЪСКАНЕ НА СПРЯНО ППС;не;не
2021;6.9.2021;8:10:00;42,40568;27,67069;БЛЪСКАНЕ НА СПРЯНО ППС;не;не
2021;6.9.2021;12:32:00;42,24948;27,75181;СБЛЪСКВАНЕ МЕЖДУ МПС ОТЗАД;не;не
2021;6.9.2021;12:32:00;42,24948;27,75181;СБЛЪСКВАНЕ МЕЖДУ МПС ОТЗАД;не;не
2021;6.9.2021;12:32:00;42,24948;27,75181;СБЛЪСКВАНЕ МЕЖДУ МПС ОТЗАД;не;не
2021;6.9.2021;18:58:00;42,50677;27,47259;БЛЪСКАНЕ НА ПАРКИРАНО ППС;не;не
2021;6.9.2021;20:42:00;42,53093;27,46873;ДРУГ ВИД ПТП;не;не
2021;7.9.2021;0:20:00;42,49708;27,47556;СБЛЪСКВАНЕ МЕЖДУ МПС СТРАНИЧНО;не;не
2021;7.9.2021;0:20:00;42,49708;27,47556;СБЛЪСКВАНЕ МЕЖДУ МПС СТРАНИЧНО;не;не
2021;6.9.2021;23:45:00;42,43647;27,48621;БЛЪСКАНЕ В ДЪРВО;да;не
2021;4.1.2021;1:53:00;42,49117;27,45895;БЛЪСКАНЕ В ПРЕДПАЗНА ОГРАДА;не;не
2021;5.2.2021;8:20:00;42,4641;27,41949;БЛЪСКАНЕ В КРАЙПЪТНО СЪОРЪЖЕНИЕ;не;не
2021;6.9.2021;22:08:00;42,49625;27,45765;БЛЪСКАНЕ НА ПАРКИРАНО ППС;не;не
2021;7.9.2021;23:39:00;42,62494;27,39562;СБЛЪСКВАНЕ МЕЖДУ МПС ПОД ЪГЪЛ;не;не
2021;7.9.2021;23:39:00;42,62494;27,39562;СБЛЪСКВАНЕ МЕЖДУ МПС ПОД ЪГЪЛ;не;не
2021;8.9.2021;1:20:00;42,87338;27,07753;БЛЪСКАНЕ В СТЪЛБ;да;не
2021;8.9.2021;1:20:00;42,87338;27,07753;БЛЪСКАНЕ В СТЪЛБ;не;не
2021;8.9.2021;5:36:00;42,28933;27,75416;БЛЪСКАНЕ НА ЖИВОТНО;не;не
2021;8.9.2021;8:26:00;42,50167;27,46453;СБЛЪСКВАНЕ МЕЖДУ МПС СТРАНИЧНО;не;не
2021;8.9.2021;8:26:00;42,50167;27,46453;СБЛЪСКВАНЕ МЕЖДУ МПС СТРАНИЧНО;не;не
2021;8.9.2021;10:00:00;42,7689;27,88101;БЛЪСКАНЕ В ДЪРВО;не;не
2021;8.9.2021;12:02:00;42,66399;27,69319;СБЛЪСКВАНЕ МЕЖДУ МПС ОТЗАД;не;не
2021;8.9.2021;12:02:00;42,66399;27,69319;СБЛЪСКВАНЕ МЕЖДУ МПС ОТЗАД;не;не
2021;8.9.2021;12:02:00;42,66399;27,69319;СБЛЪСКВАНЕ МЕЖДУ МПС ОТЗАД;не;не
2021;8.9.2021;12:54:00;42,75297;27,75486;СБЛЪСКВАНЕ МЕЖДУ МПС ОТЗАД;не;не
2021;8.9.2021;12:54:00;42,75297;27,75486;СБЛЪСКВАНЕ МЕЖДУ МПС ОТЗАД;не;не
2021;8.9.2021;12:54:00;42,75297;27,75486;СБЛЪСКВАНЕ МЕЖДУ МПС ОТЗАД;не;не
2021;8.9.2021;15:05:00;42,30308;27,72489;СБЛЪСКВАНЕ МЕЖДУ МПС ПОД ЪГЪЛ;не;не
2021;8.9.2021;15:05:00;42,30308;27,72489;СБЛЪСКВАНЕ МЕЖДУ МПС ПОД ЪГЪЛ;не;не
2021;8.9.2021;15:05:00;42,30308;27,72489;СБЛЪСКВАНЕ МЕЖДУ МПС ПОД ЪГЪЛ;не;да
2021;8.9.2021;16:00:00;42,58636;27,12257;СБЛЪСКВАНЕ МЕЖДУ МПС СТРАНИЧНО;не;не
2021;8.9.2021;16:00:00;42,58636;27,12257;СБЛЪСКВАНЕ МЕЖДУ МПС СТРАНИЧНО;не;не
2021;9.9.2021;8:53:00;42,52067;27,41004;ПРЕОБРЪЩАНЕ НА МПС ИЗВЪН ПЪТНОТО ПЛАТНО;да;не
2021;9.9.2021;23:50:00;42,58745;27,08826;БЛЪСКАНЕ В КРАЙПЪТНО СЪОРЪЖЕНИЕ;не;не
2021;10.9.2021;3:00:00;42,64794;26,98204;БЛЪСКАНЕ НА ПАРКИРАНО ППС;не;не
2021;10.9.2021;9:10:00;42,62482;27,39567;СБЛЪСКВАНЕ МЕЖДУ МПС ПОД ЪГЪЛ;не;не
2021;10.9.2021;9:10:00;42,62482;27,39567;СБЛЪСКВАНЕ МЕЖДУ МПС ПОД ЪГЪЛ;не;не
2021;10.9.2021;9:10:00;42,62482;27,39567;СБЛЪСКВАНЕ МЕЖДУ МПС ПОД ЪГЪЛ;да;не
2021;10.9.2021;9:10:00;42,62482;27,39567;СБЛЪСКВАНЕ МЕЖДУ МПС ПОД ЪГЪЛ;да;не
2021;10.9.2021;17:31:00;;;БЛЪСКАНЕ НА СПРЯНО ППС;не;не
2021;10.9.2021;17:31:00;;;БЛЪСКАНЕ НА СПРЯНО ППС;не;не
2021;10.9.2021;17:31:00;;;БЛЪСКАНЕ НА СПРЯНО ППС;не;не
2021;10.9.2021;17:06:00;42,51574;27,46174;ПАДАНЕ НА ПЪТНИК;не;не
2021;10.9.2021;17:06:00;42,51574;27,46174;ПАДАНЕ НА ПЪТНИК;да;не
2021;10.9.2021;20:07:00;42,65858;27,68644;БЛЪСКАНЕ НА ЖИВОТНО;не;не
